File|Sentence
Cell_2007_Jun_1_129(5)_943-955.txt|b'Thus, derlin-1 appears to be involved in pro-\xce\xb1 factor retrotranslocation.'
Cell_2007_Mar_23_128(6)_1187-1203.txt|b'Our results suggest that the LH is organized according to biological values of olfactory input.'
Cell_2008_Apr_4_133(1)_90-102.txt|b'We conclude that independent replication forks follow the path of the compacted chromosomal DNA, with no structure other than DNA anchoring the replisome to any particular cellular region.'
Cell_2008_Aug_22_134(4)_634-645.txt|b'Here we show that Get3, the yeast homolog of the TA-interacting factor Asna1/Trc40, specifically recognizes TMDs of TA proteins destined for the secretory pathway.'
Cell_2008_Jul_11_134(1)_48-61.txt|b'Additionally, we show that multiple proteins play a role in generating increased rigidity of infected erythrocytes.'
Cell_2012_Oct_26_151(3)_671-683.txt|b'The integrated data set supports quantitative biology and affords unique insights into cell regulation.'
Cell_2013_Apr_11_153(2)_335-347.txt|b'In a large-scale small interfering RNA (siRNA) screen, we found that knockdown of the tumor suppressors Folliculin (Flcn) and Tsc2 prevent ESC commitment.'
Cell_2013_Aug_1_154(3)_490-503.txt|b'Biochemical evidence over the last two decades suggests that chromatin-remodeling activities may have emerged by adaptation of ancient DNA translocases to respond to specific features of chromatin.'
Cell_2013_Aug_1_154(3)_530-540.txt|b'The large, qualitative differences in genomic regions bound between closely related mammals, when contrasted with the smaller, quantitative TF binding differences among Drosophila species, illustrate how genome structure and population genetics together shape regulatory evolution.'
Cell_2013_Aug_1_154(3)_609-622.txt|b'These results provide a conceptual framework for substrate discrimination during membrane protein quality control.'
Cell_2013_Aug_1_154(3)_691-703.txt|b'Analysis of strain-specific selective sweeps and gene clusters implicated genes and pathways involved in cation transport, angiotensin production, and regulators of oxidative stress in the development of cardiovascular disease phenotypes in rats.'
Cell_2013_Dec_19_155(7)_1610-1623.txt|b'Using in\xc2\xa0vivo whole-cell electrophysiology, we now show that two clusters of third-order olfactory neurons have dimorphic pheromone responses.'
Cell_2013_Feb_14_152(4)_873-883.txt|b'These data indicate that nucleotide incorporation is\xc2\xa0an early and critical event in the epigenetic reprogramming of somatic cells in experimental ESC-heterokaryons.'
Cell_2013_Feb_28_152(5)_1184-1194.txt|b'We conclude that, although immunoproteasomes can increase the generation of peptides appropriate for MHC class I presentation, they do not degrade ubiquitinated proteins more efficiently than constitutive particles.'
Cell_2013_Jan_31_152(3)_453-466.txt|b'Quantitative iCLIP data show that\xc2\xa0the RNA-binding protein hnRNP C competes with the splicing factor U2AF65 at many genuine and cryptic splice sites.'
Cell_2013_Jul_3_154(1)_169-184.txt|b'We introduce Ub chain restriction analysis, in which OTU DUBs are used as restriction enzymes to reveal linkage type and the relative abundance of Ub chains on substrates.'
Cell_2013_Jun_20_153(7)_1589-1601.txt|b'Our model recapitulates the previously reported 5\xe2\x80\xb2-to-3\xe2\x80\xb2 ramp of decreasing ribosome densities, although our analysis shows that this ramp is caused by rapid initiation of short genes rather than slow codons at the start of transcripts.'
Cell_2013_Nov_7_155(4)_765-777.txt|b'These data establish KSR2 as an important regulator of energy intake, energy expenditure, and substrate utilization in humans.'
Cell_2013_Oct_10_155(2)_435-447.txt|b'We show that Mef2 is required in the fat body for anabolic function and the immune response.'
Cell_2013_Sep_12_154(6)_1220-1231.txt|b'Our data show that SWR1 contains a single heterohexameric Rvb1/Rvb2 ring that, together with the catalytic subunit Swr1, brackets two independently assembled multisubunit modules.'
Cell_2014_Feb_13_156(4)_844-854.txt|b'We find that norspermidine is absent in wild-type B.\xc2\xa0subtilis biofilms at all stages, and higher concentrations of exogenous norspermidine eventually inhibit planktonic growth and biofilm formation in an exopolysaccharide-independent manner.'
Cell_2014_Feb_27_156(5)_1032-1044.txt|b'Together, these findings lead to a completely revised model for peri-implantation morphogenesis in\xc2\xa0which ECM triggers the self-organization of the embryo\xe2\x80\x99s stem cells.'
Cell_2014_Jul_31_158(3)_522-533.txt|b'Here, we report that, when ER folding capacity is saturated during stress, misfolded glycosylphosphatidylinositol-anchored proteins dissociate from resident ER chaperones, engage export receptors, and quantitatively leave the ER via vesicular transport to the Golgi.'
Cell_2014_Jun_5_157(6)_1445-1459.txt|b'These observations provide a surprising PRC1-dependent logic for PRC2 occupancy at target sites in\xc2\xa0vivo.'
Cell_2015_Sep_24_163(1)_187-201.txt|b'Our results reveal a likely role for inter-residue allostery in specificity and an evolutionary decoupling of kinase activity and specificity, which appear loaded on independent groups of residues.'
Cell_2015_Sep_24_163(1)_202-217.txt|b'Here, we identify six types of network-attacking mutations (NAMs), including changes in kinase and SH2 modulation, network rewiring, and the genesis and extinction of phosphorylation sites.'
Cell_2016_Aug_11_166(4)_1028-1040.txt|b'We demonstrate the wide applicability of W-4PiSMSN across diverse research fields by imaging complex molecular architectures ranging from bacteriophages to nuclear pores, cilia, and synaptonemal complexes in large 3D cellular volumes.'
Cell_2016_Aug_11_166(4)_935-949.txt|b'Here, we describe a new pathway for maintaining protein homeostasis mediated by the proteasome shuttle factor UBQLN2.'
Cell_2016_Aug_25_166(5)_1215-1230_e20.txt|b'Here, we show that the M1-specific deubiquitinase OTULIN is essential for preventing TNF-associated systemic inflammation in humans and mice.'
Cell_2016_Dec_15_167(7)_1750-1761_e16.txt|b'Here, we present a phosphoproteomics-based systems analysis of CDK substrates in fission yeast and demonstrate that the phosphorylation of different CDK substrates can be temporally ordered during the cell cycle by a single cyclin-CDK.'
Cell_2016_Dec_15_167(7)_1774-1787_e13.txt|b'We propose the zygotic checkpoint senses DNA lesions generated during paternal DNA demethylation and ensures reprogrammed loci are repaired before mitosis to prevent chromosome fragmentation, embryo loss, and infertility.'
Cell_2016_Feb_11_164(4)_617-631.txt|b'DRN DA neurons show increased activity upon social contact following isolation, revealed by in\xc2\xa0vivo calcium imaging.'
Cell_2016_Feb_11_164(4)_656-667.txt|b'We demonstrate that PSM cells self-organize by tuning oscillation dynamics in response to surrounding cells, leading to collective synchronization with an average frequency.'
Cell_2016_Feb_11_164(4)_722-734.txt|b'We show that lipophosphoglycan, the major molecule implicated in immune evasion of Leishmania donovani, inhibits phagosome motion by disrupting the clustering and therefore the cooperative force generation of dynein.'
Cell_2016_Feb_25_164(5)_937-949.txt|b'These findings provide insight into the functional plasticity of a K+-selective filter and also refine our understanding of K2P channels and the mechanisms by which ion channels can sense voltage.'
Cell_2016_Jan_14_164(1-2)_269-278.txt|b'CellCellCell0092-86741097-4172Cell Press S0092-8674(15)01568-810.1016/j.cell.2015.11.049ArticleStructure of a Chaperone-Usher Pilus Reveals the Molecular Basis of Rod Uncoiling Hospenthal Manuela\xc2\xa0K. 1Redzej Adam 1Dodson Karen 3Ukleja Marta 1Frenz Brandon 2Rodrigues Catarina 1Hultgren Scott\xc2\xa0J.'
Cell_2016_Jan_28_164(3)_353-364.txt|b'These data provide evidence of discrete polyphenism in mouse and man and thus carry important implications for complex trait genetics, evolution, and medicine.'
Cell_2016_Jan_28_164(3)_476-486.txt|b'We demonstrate a functional trajectory of tandem duplications of these motifs leading to monomeric lectins.'
Cell_2016_Jul_14_166(2)_481-491.txt|b'Insights into the history of the species and the fine-scale distribution of genetic diversity provide the basis for full exploitation of A.\xc2\xa0thaliana natural variation through integration of genomes and epigenomes with molecular and non-molecular phenotypes.'
Cell_2016_Jul_28_166(3)_582-595.txt|b'Here we show that most APS1/APECED patients displayed B cell autoreactivity toward unique sets of approximately 100 self-proteins.'
Cell_2016_Jul_28_166(3)_664-678.txt|b'Here, we show that AL insert into the NE as the ER feeds rapid nuclear expansion in Drosophila blastoderm embryos.'
Cell_2016_Jul_28_166(3)_691-702.txt|b'We further propose that such context-dependent termination/readthrough suppression near transcript ends enables genetic code evolution.'
Cell_2016_Jul_28_166(3)_740-754.txt|b'We find that cell lines faithfully recapitulate oncogenic alterations identified in tumors, find that many of these associate with drug sensitivity/resistance, and highlight the importance of tissue lineage in mediating drug response.'
Cell_2016_Mar_24_165(1)_139-152.txt|b'Under homeostatic conditions, mutant macrophages accumulate undigested lysosomal material, which disrupts endocytic recycling and impairs their migration to, and thus engulfment of, dying cells.'
Cell_2016_Mar_24_165(1)_61-74.txt|b'Therefore, our results indicate that heterogeneous gene expression, as early as the 4-cell stage, initiates cell-fate decisions by modulating the balance of pluripotency and differentiation.'
Cell_2016_May_5_165(4)_1012-1026.txt|b'These data show that cells undergo an intermediate state of co-expression of lineage-specific genes, followed by a concurrent establishment of the trophectoderm, epiblast, and primitive endoderm lineages, which coincide with blastocyst formation.'
Cell_2016_May_5_165(4)_910-920.txt|b'Here, we show that oncogenic KRAS (KRASG12D) also regulates tumor cell signaling via\xc2\xa0stromal cells.'
Cell_2016_May_5_165(4)_976-989.txt|b'Applying this method to the cell-cycle gene Emi1, we find strong overall repression of translation initiation by specific 5\xe2\x80\xb2 UTR sequences, but individual mRNA molecules in the same cell can exhibit dramatically different translational efficiencies.'
Cell_2016_Nov_17_167(5)_1229-1240_e15.txt|b'Our results provide a structural framework for\xc2\xa0how different states of the mammalian ribosome are selectively recognized by the appropriate decoding factor\xe2\x8b\x85GTPase complex to ensure translational fidelity.'
Cell_2016_Nov_17_167(5)_1369-1384_e19.txt|b'Our results demonstrate the power of primary cell promoter interactomes to reveal insights into genomic regulatory mechanisms underlying common diseases.'
Cell_2016_Nov_17_167(5)_1398-1414_e24.txt|b'Finally, we demonstrate colocalization of molecular trait QTLs at 345 unique immune disease loci.'
Cell_2016_Nov_3_167(4)_1028-1040_e15.txt|b'Here, we report crystal structures of human MIS12C associated with a fragment of CENP-C and unveil the role of Aurora B kinase in the regulation of this interaction.'
Cell_2016_Oct_6_167(2)_553-565_e12.txt|b'To probe the extent of these interactions and delineate their functional contributions, we quantified the\xc2\xa0Saccharomyces amino acid metabolome and its\xc2\xa0response to systematic gene deletion.'
Cell_2016_Oct_6_167(2)_566-580_e19.txt|b'Thus, our study provides insight into the molecular programs controlling human midbrain development and provides a foundation for the development of cell replacement therapies.'
Cell_2016_Sep_8_166(6)_1436-1444_e10.txt|b'We further demonstrate that each pilus type binds preferentially to particular phospholipids.'
Cell_2016_Sep_8_166(6)_1459-1470_e11.txt|b'The results show how reductionist sequential immunization can guide maturation of HIV bnAb responses.'
Cell_2016_Sep_8_166(6)_1564-1571_e6.txt|b'Together, these results demonstrate the feasibility of effective and selective stimulation of dopamine neurons in non-human primates and a resource that could be applied to other cell types in the monkey brain.'
Hum_Vaccin_Immunother_2015_May_27_11(5)_114713-1152.txt|b'In conclusion, the result of this 5-year follow up study showed that the single dose of live attenuated vaccine is well tolerated and provides long-term immunogenicity in healthy Indian children.'
Hum_Vaccin_Immunother_2016_Mar_2_12(7)_180819-1824.txt|"b""We demonstrate that the carrier is not the sole determining factor of the vaccine's profile, but, moreover, that the conjugate vaccine's immunogenicity is the result of multiple physico-chemical structures and characteristics."""
Int_Health_2016_Jan_8_8(1)_27-35.txt|"b""Conclusion Our findings suggest that physical violence by school staff is widespread across different types of schools in this setting, but interventions that improve students' school connectedness should be considered."""
Int_Health_2016_Jul_30_8(4)_253-260.txt|b'This report describes an evaluation of community understanding of an educational module about genetic and environmental influences on the development of podoconiosis, a neglected tropical disease endemic in highland Ethiopia.'
Int_Health_2016_May_13_8(3)_197-203.txt|b'Our study highlights the utility of rapid ethical assessment prior to complex or sensitive research.'
Int_Health_2016_Nov_16_8(6)_427-432.txt|b'Ghana was among nine countries piloting the Global Fund Affordable Medicines Facility \xe2\x80\x93 malaria (AMFm).'
Int_Health_2016_Sep_27_8(5)_345-353.txt|b'The expressed willingness to pay indicates demand for footwear in the community, suggesting an opportunity for shoe companies.'
Int_Health_2016_Sep_27_8(5)_360-366.txt|b'This study assesses the feasibility and acceptability of using private sector drug retail outlets to screen for hypertension in Mwanza region, Tanzania.'
Nutr_J_2014_Dec_11_13_113.txt|b'Findings Available data from a placebo-controlled, randomised study were re-examined to identify whether there are sex differences in the LC n-3 PUFA response to increased dietary ALA intake in humans.'
Nutr_J_2014_Dec_13_13_114.txt|b'Results Dietary calcium intake and dietary calcium/phosphorus ratio were positively related to bone mass density for femoral neck in men\xe2\x80\x89\xe2\x89\xa5\xe2\x80\x8950\xc2\xa0years of age (p\xe2\x80\x89=\xe2\x80\x890.046 and 0.041, respectively).'
Nutr_J_2014_Dec_15_13_115.txt|b'Methods This open-label study was performed on a group of 40 healthy male, moderately physically active subjects aged 27.7\xe2\x80\x89\xc2\xb1\xe2\x80\x8913.4 years who received one week of CrS at a dose of 20 g/day of commercially available micronized creatine monohydrate.'
Nutr_J_2014_Dec_16_13_116.txt|b'However, increased calcium absorption is directly related to maternal calcium intake and dietary supplementation has been suggested to prevent transient bone loss associated with childbearing.'
Nutr_J_2014_Dec_16_13_117.txt|b'Results Patients\xe2\x80\x99 mean age was 48 \xc2\xb1 13 (18\xe2\x80\x9381) yrs, 94% were women.'
Nutr_J_2014_Dec_17_13_118.txt|b'Conclusion These results suggested that total B vitamins intake is associated with cognitive function in cognitively impaired AD and MCI elderly, and the association is stronger in AD patients.'
Nutr_J_2014_Dec_17_13_119.txt|b'Methods A test-retest study was performed on two ASSO-FFQs administered one month apart of each other to 185 adolescents, aged 14\xe2\x80\x9317 and attending secondary schools in Palermo (Italy).'
Nutr_J_2014_Dec_18_13_120.txt|b'Using the National Health and Nutrition Examination Survey (NHANES) 2007\xe2\x80\x932010 data, we estimated current sodium intake in US population ethnic subgroups and modeled the potential impact of a new sodium reduction technology on sodium intake.'
Nutr_J_2014_Dec_23_13_124.txt|b'In multiple logistic regression models, only C-index values \xe2\x89\xa51.35 were associated with CHD risk >20% (OR\xe2\x80\x89=\xe2\x80\x891.69, 95% CI 1.03-2.78, P\xe2\x80\x89=\xe2\x80\x890.039) after adjusting for confounders (sedentary lifestyle, diabetic nephropathy, serum creatinine, and diabetes duration).'
Nutr_J_2014_Dec_4_13_112.txt|b'Results Pearson correlation analysis showed that EPA (R = 0.25, P <0.01), EPA/AA ratio (R = 0.22, P = 0.01), and left ventricular ejection fraction (R = 0.15, P = 0.04) were positively associated with MMSE score, and that age (R\xe2\x80\x89=\xe2\x80\x89\xe2\x88\x920.20, P <0.01) and brain natriuretic peptide levels (R\xe2\x80\x89=\xe2\x80\x89\xe2\x88\x920.28, P <0.01) were inversely associated with MMSE score.'
PMC5116814.txt|b'Together, our findings demonstrate that Rbins are powerful probes for eukaryotic ribosome assembly.'
PMC5236062.txt|b'We found an unexpectedly high degree of neuronal diversity in the LTMR-RZ: seven excitatory and four inhibitory subtypes of interneurons exhibiting unique morphological, physiological, and synaptic properties.'
PMC5273829.txt|b'Results We found a significant correlation between elevated liver transaminases and the Killip classification (P\xe2\x80\x89<\xe2\x80\x890.001 for ALT, P\xe2\x80\x89<\xe2\x80\x890.001 for AST), cardiac troponin I (P\xe2\x80\x89=\xe2\x80\x890.002 for ALT, P\xe2\x80\x89<\xe2\x80\x890.001 for AST), infarct-related coronary artery (P\xe2\x80\x89=\xe2\x80\x890.036 for ALT, P\xe2\x80\x89=\xe2\x80\x890.011 for AST), and pre-thrombolysis-in-myocardial-infarction (pre-TIMI) flow (P\xe2\x80\x89<\xe2\x80\x890.001 for ALT and AST).'
PMC5282728.txt|b'Results Intergroup comparisons of univariate and multivariate regression analyses showed that CysC was positively correlated with vascular lesions (P\xe2\x80\x89<\xe2\x80\x890.05), but eGFR showed no correlation.'
PMC5282734.txt|b'Multivariate logistic regression analysis demonstrated that baPWV was an independent risk predictor for CAS in patients without a history of PCI, but not in those with a history of PCI (OR 1.106, 95% CI 1.039\xe2\x80\x931.177, p\xe2\x80\x89=\xe2\x80\x890.002).'
PMC5282829.txt|b'Keywords Cardiac rehabilitationTelerehabilitationBehavioural changePhysical activityPatient empowermentCost-effectivenessICT Policy Support Programme325158issue-copyright-statement\xc2\xa9 The Author(s) 2017'
PMC5286679.txt|b'Conclusions Our meta-analysis indicates that vitamin C may prevent post-operative atrial fibrillation in some countries outside of the USA, and it may also shorten the duration of hospital stay and ICU stay of cardiac surgery patients.'
PMC5286862.txt|b'Conclusion Our meta-analysis suggested that PD is associated with increased risk of future MI.'
PMC5287296.txt|b'In the current publication, we are presenting the immunogenicity and safety of 3 doses of DTPa-HBV-IPV/Hib vaccine when administered to Indian infants.'
PMC5287308.txt|b'Our findings supported dPly as a valid candidate antigen for further pneumococcal vaccine development.'
PMC5291949.txt|b'Keywords IgG4-related diseaseAortic valveAortic stenosisAortic wallAortic aneurysmGrants in Aid for Scientific Research from the Ministry of Education, Science, and Culture of Japanissue-copyright-statement\xc2\xa9 The Author(s) 2017'
PMC5297147.txt|b'Cardiovascular Epidemiology and Genetics Group (EGEC), REGICOR Study Group, Barcelona, Spain 6 CIBER de Enfermedades Cardiovasculares (CIBERCV), Barcelona, Spain 7 2 2017 7 2 2017 2017 17 5423 11 2016 3 2 2017 \xc2\xa9 The Author(s).'
PMC5297173.txt|b'The relative risk for all-cause death and cardiovascular outcomes (recurrent MI, cardiovascular death) was at least 30% higher than that in a general reference population at both 1\xe2\x80\x933 years and 3\xe2\x80\x935 years after MI.'
PMC5299651.txt|b'This study addressed whether accuracy of blood pressure measurement in terms of diagnosis of hypertension varies by ethnicity by comparing two measurement modalities (clinic blood pressure and home monitoring) with a reference standard of ambulatory BP monitoring in three ethnic groups.'
PMC5300907.txt|b'Our data highlight general properties of the allelic architecture of complex traits, including the proportion of the heritable component of each blood trait explained by the polygenic signal across different genome regulatory domains.'
PMC5301365.txt|b'Conclusion Our results in a Chinese population suggest that the TT genotype and T alleles in rs36071027 in the EBF1 gene are associated with an increased risk of CAD and its severity.'
PMC5301382.txt|b'Case presentation Here we demonstrated a case of blunt chest trauma, with computed tomography detected myocardium enhancement defect early at emergency department.'
